age_,gender,workclass,education,marital-status,occupation,race,weekly houers,place,income
52, Male, Private, 12th, Never-married, Machine-op-inspct, White,40, United-States,0
41, Female, Private, HS-grad, Never-married, Machine-op-inspct, White,40, Peru,0
29, Female, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, White,38, El-Salvador,0
23, Female, Private, Masters, Never-married, Prof-specialty, White,36, United-States,0
31, Male, Private, 11th, Married-civ-spouse, Craft-repair, White,40, United-States,0
40, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, United-States,0
19, Female, Private, HS-grad, Never-married, Adm-clerical, White,20, United-States,0
21, Male, Private, Some-college, Never-married, Transport-moving, White,10, United-States,0
37, Female, State-gov, Bachelors, Never-married, Adm-clerical, White,40, United-States,1
49, Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,35, United-States,1
64, Female, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,35, United-States,0
37, Female, Local-gov, Assoc-voc, Never-married, Adm-clerical, White,43, United-States,0
70, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White,12, United-States,1
22, Male, Private, 10th, Never-married, Transport-moving, Asian-Pac-Islander,30, United-States,0
29, Male, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander,40, Germany,0
37, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
29, Male, Private, Bachelors, Never-married, Tech-support, White,40, United-States,0
38, Male, Private, 11th, Divorced, Machine-op-inspct, White,65, United-States,0
27, Male, Private, HS-grad, Never-married, Craft-repair, White,50, United-States,0
58, Male, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,35, United-States,1
60, Female, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White,35, United-States,0
20, Male, Private, Some-college, Never-married, Sales, White,25, United-States,0
51, Male, Private, Some-college, Married-civ-spouse, Sales, White,40, United-States,1
37, Male, Private, 9th, Married-civ-spouse, Transport-moving, White,65, United-States,0
22, Male, State-gov, 12th, Never-married, Exec-managerial, White,50, United-States,1
56, Male, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, White,60, United-States,0
26, Female, Private, Bachelors, Married-civ-spouse, Sales, White,42, United-States,1
19, Female, Private, Some-college, Separated, Sales, White,25, United-States,0
37, Female, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,30, United-States,0
27, Female, Private, Some-college, Never-married, Tech-support, White,40, United-States,0
27, Male, Private, HS-grad, Never-married, Sales, Amer-Indian-Eskimo,20, United-States,0
52, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White,50, United-States,0
45, Female, Private, HS-grad, Separated, Machine-op-inspct, Black,40, United-States,0
28, Male, Private, Some-college, Never-married, Craft-repair, Amer-Indian-Eskimo,40, United-States,0
20, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
28, Female, Private, Masters, Never-married, Prof-specialty, White,50, United-States,0
44, Male, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Black,40, United-States,0
30, Male, Private, Bachelors, Married-civ-spouse, Craft-repair, White,40, United-States,0
26, Female, State-gov, Assoc-acdm, Never-married, Adm-clerical, Black,8, United-States,0
55, Male, ?, Masters, Married-civ-spouse, ?, White,18, United-States,0
46, Female, Private, HS-grad, Never-married, Sales, White,40, United-States,0
51, Male, Private, Bachelors, Married-civ-spouse, Craft-repair, White,50, United-States,0
25, Female, Local-gov, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
43, Male, Local-gov, HS-grad, Separated, Other-service, White,40, United-States,0
19, Female, ?, HS-grad, Never-married, ?, White,28, United-States,0
36, Male, Private, HS-grad, Divorced, Craft-repair, White,40, United-States,0
36, Male, Private, Some-college, Never-married, Exec-managerial, White,40, United-States,0
48, Female, Private, Bachelors, Never-married, Other-service, Asian-Pac-Islander,40, Vietnam,0
30, Male, ?, 11th, Never-married, ?, White,40, United-States,0
24, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,44, United-States,1
30, Female, Private, HS-grad, Divorced, Other-service, White,36, United-States,0
24, Female, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, United-States,1
62, Male, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
41, Male, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, White,40, United-States,0
49, Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,85, United-States,1
36, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White,50, United-States,0
47, Female, Local-gov, Masters, Divorced, Prof-specialty, White,45, United-States,0
49, Female, State-gov, Masters, Divorced, Prof-specialty, White,40, United-States,0
52, Male, Private, Some-college, Never-married, Exec-managerial, White,40, United-States,0
52, Male, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White,40, United-States,1
26, Male, Private, HS-grad, Never-married, Adm-clerical, White,53, United-States,0
51, Male, State-gov, HS-grad, Never-married, Transport-moving, White,40, United-States,0
18, Male, Private, 10th, Never-married, Other-service, White,20, United-States,0
30, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
46, Male, Private, HS-grad, Divorced, Machine-op-inspct, White,20, United-States,0
28, Female, Private, HS-grad, Never-married, Handlers-cleaners, Black,40, United-States,0
48, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
62, Female, Private, Some-college, Married-civ-spouse, Adm-clerical, White,38, United-States,1
49, Male, Private, Bachelors, Married-civ-spouse, Sales, White,44, United-States,0
69, Female, Private, HS-grad, Widowed, Adm-clerical, White,24, United-States,0
35, Male, Private, Bachelors, Never-married, Exec-managerial, White,45, United-States,1
78, Male, Private, Masters, Widowed, Craft-repair, Asian-Pac-Islander,40, South,0
61, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,45, United-States,1
24, Female, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
29, Female, Private, Some-college, Never-married, Adm-clerical, White,40, United-States,0
36, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Other,45, ?,0
17, Male, Private, 10th, Never-married, Farming-fishing, White,40, United-States,0
27, Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black,80, United-States,1
64, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, United-States,0
33, Male, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, White,55, France,0
32, Male, Private, 12th, Married-civ-spouse, Craft-repair, White,40, Mexico,0
19, Female, Private, Some-college, Never-married, Other-service, White,20, United-States,0
42, Male, State-gov, 11th, Married-civ-spouse, Farming-fishing, White,40, United-States,0
24, Female, Private, Bachelors, Never-married, Sales, White,15, United-States,0
23, Male, Private, HS-grad, Never-married, Exec-managerial, Black,45, United-States,0
51, Male, Local-gov, Prof-school, Never-married, Prof-specialty, White,40, United-States,0
31, Male, Private, Bachelors, Never-married, Tech-support, White,60, United-States,0
44, Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,29, United-States,1
38, Female, Private, Masters, Never-married, Exec-managerial, White,50, United-States,1
44, Female, Local-gov, Assoc-acdm, Divorced, Protective-serv, White,56, United-States,1
44, Male, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, White,40, Mexico,0
38, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,44, United-States,0
36, Female, Private, 9th, Divorced, Adm-clerical, White,40, United-States,0
29, Male, Private, 1st-4th, Never-married, Other-service, White,20, El-Salvador,0
46, Female, Private, Assoc-acdm, Divorced, Sales, White,25, Germany,0
47, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
30, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, United-States,1
37, Male, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White,35, United-States,1
27, Male, Private, Bachelors, Never-married, Exec-managerial, White,45, United-States,0
43, Female, Private, HS-grad, Divorced, Machine-op-inspct, White,50, United-States,0
44, Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,40, United-States,1
31, Male, Private, Some-college, Never-married, Exec-managerial, White,60, United-States,0
34, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, United-States,1
39, Male, Private, Bachelors, Never-married, Sales, White,40, Germany,0
36, Female, Private, Some-college, Divorced, Craft-repair, White,40, United-States,0
57, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
78, Female, Private, 7th-8th, Never-married, Machine-op-inspct, White,35, Dominican-Republic,0
24, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,0
39, Female, Private, Some-college, Never-married, Adm-clerical, White,40, United-States,0
21, Male, Private, Assoc-acdm, Never-married, Sales, White,40, United-States,0
34, Male, Private, HS-grad, Separated, Adm-clerical, White,40, United-States,1
22, Female, Private, Some-college, Never-married, Sales, White,32, United-States,0
36, Female, Private, Some-college, Divorced, Adm-clerical, White,40, United-States,0
61, Male, Private, Some-college, Married-civ-spouse, Sales, White,40, United-States,1
67, Male, ?, 9th, Married-civ-spouse, ?, White,15, United-States,0
42, Female, Private, Some-college, Separated, Other-service, Black,21, Haiti,0
49, Male, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander,40, United-States,1
58, Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,40, United-States,0
37, Male, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,60, United-States,0
39, Male, Private, HS-grad, Never-married, Tech-support, White,44, United-States,0
25, Female, Private, Some-college, Separated, Adm-clerical, Black,40, Jamaica,0
45, Male, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, White,40, ?,1
30, Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, United-States,0
49, Male, ?, Some-college, Never-married, ?, White,35, United-States,0
36, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
23, Male, Private, HS-grad, Never-married, Craft-repair, White,65, United-States,0
51, Female, Private, Some-college, Married-civ-spouse, Adm-clerical, Black,35, Jamaica,0
55, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, United-States,0
35, Male, Private, Bachelors, Never-married, Sales, White,50, United-States,0
45, Male, State-gov, Masters, Married-civ-spouse, Adm-clerical, White,40, India,0
36, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,48, United-States,1
32, Male, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
39, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,55, United-States,0
47, Male, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,0
49, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,45, United-States,1
52, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,55, ?,1
44, Male, Private, Some-college, Separated, Machine-op-inspct, Black,40, United-States,0
36, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,50, United-States,1
40, Female, Private, Some-college, Divorced, Craft-repair, Black,30, United-States,0
17, Female, Private, 10th, Never-married, Other-service, White,6, United-States,0
18, Female, Private, HS-grad, Never-married, Sales, White,38, United-States,0
30, Female, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,25, United-States,0
66, Female, Private, HS-grad, Widowed, Priv-house-serv, White,50, England,0
59, Male, Private, Bachelors, Never-married, Craft-repair, White,50, United-States,0
30, Male, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black,40, United-States,0
50, Male, Private, HS-grad, Married-civ-spouse, Farming-fishing, White,50, United-States,0
24, Female, Private, HS-grad, Never-married, Other-service, White,25, United-States,0
28, Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,99, Philippines,0
44, Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
25, Male, Private, Assoc-voc, Never-married, Prof-specialty, White,40, United-States,0
45, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, United-States,1
20, Male, Private, HS-grad, Never-married, Transport-moving, White,40, United-States,0
67, Female, Private, Assoc-voc, Divorced, Prof-specialty, White,40, United-States,0
40, Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,45, United-States,1
52, Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
34, Male, Private, Doctorate, Never-married, Prof-specialty, White,50, United-States,1
37, Male, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,45, Canada,1
17, Male, Self-emp-inc, 10th, Never-married, Other-service, White,4, United-States,0
25, Female, Private, Assoc-voc, Married-civ-spouse, Sales, White,42, United-States,1
35, Male, Local-gov, Bachelors, Divorced, Prof-specialty, White,40, Puerto-Rico,0
63, Female, Private, Masters, Divorced, Exec-managerial, White,40, United-States,1
38, Female, Local-gov, Some-college, Never-married, Adm-clerical, Amer-Indian-Eskimo,40, United-States,0
33, Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,60, Iran,1
51, Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
64, Male, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,50, Columbia,1
50, Male, Self-emp-inc, Some-college, Divorced, Protective-serv, White,40, United-States,0
18, Male, Private, 10th, Never-married, Transport-moving, White,56, United-States,0
67, Male, Private, Masters, Never-married, Prof-specialty, White,99, United-States,0
46, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
60, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White,50, United-States,0
29, Female, Private, HS-grad, Never-married, Machine-op-inspct, White,40, United-States,0
30, Female, Private, Some-college, Never-married, Other-service, Black,40, United-States,0
56, Male, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, China,0
29, Female, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,40, Mexico,1
37, Female, Private, Bachelors, Never-married, Adm-clerical, Black,27, United-States,0
55, Female, Private, 1st-4th, Divorced, Priv-house-serv, White,30, Cuba,0
24, Female, Private, HS-grad, Never-married, Adm-clerical, White,30, United-States,0
21, Male, Private, HS-grad, Never-married, Craft-repair, White,35, Mexico,0
46, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,70, United-States,1
25, Male, Private, 12th, Married-civ-spouse, Machine-op-inspct, Other,40, Mexico,0
40, Male, Private, HS-grad, Never-married, Craft-repair, White,28, United-States,0
23, Female, Private, Some-college, Separated, Sales, White,40, United-States,0
43, Male, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Black,30, United-States,0
29, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo,60, United-States,1
59, Female, Private, 10th, Widowed, Other-service, Asian-Pac-Islander,40, Philippines,0
18, Male, Private, Some-college, Never-married, Other-service, Black,35, ?,0
28, Male, Private, HS-grad, Never-married, Exec-managerial, White,32, United-States,0
17, Female, Private, 11th, Never-married, Adm-clerical, White,15, United-States,0
53, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,1
22, Female, Private, 5th-6th, Never-married, Priv-house-serv, White,40, El-Salvador,0
63, Male, Private, HS-grad, Married-spouse-absent, Craft-repair, White,40, United-States,0
32, Female, Private, Masters, Married-civ-spouse, Sales, White,45, United-States,1
40, Female, Local-gov, HS-grad, Never-married, Adm-clerical, Black,35, United-States,0
61, Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,50, England,1
35, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
43, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,50, Philippines,0
20, Female, ?, Some-college, Never-married, ?, Asian-Pac-Islander,40, Taiwan,0
48, Male, Self-emp-not-inc, Some-college, Divorced, Craft-repair, White,40, United-States,0
56, Female, State-gov, Bachelors, Widowed, Prof-specialty, White,40, United-States,0
51, Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
34, Male, Private, Some-college, Never-married, Craft-repair, White,40, United-States,0
44, Male, Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander,40, United-States,1
61, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, ?,1
37, Male, Private, Some-college, Married-civ-spouse, Sales, White,44, United-States,1
36, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
34, Male, Private, Some-college, Separated, Machine-op-inspct, Other,40, United-States,0
23, Female, Private, Some-college, Never-married, Sales, White,25, United-States,0
63, Male, Federal-gov, Masters, Divorced, Prof-specialty, White,40, United-States,1
63, Female, ?, HS-grad, Widowed, ?, Black,11, United-States,0
47, Male, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White,41, United-States,1
55, Female, Self-emp-inc, HS-grad, Divorced, Sales, White,50, United-States,1
31, Male, Local-gov, Bachelors, Never-married, Protective-serv, Black,48, United-States,0
27, Male, Private, Some-college, Divorced, Other-service, White,40, United-States,0
58, Female, Private, Bachelors, Divorced, Adm-clerical, White,40, United-States,1
28, Male, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,48, United-States,0
52, Female, Private, 7th-8th, Divorced, Machine-op-inspct, White,64, United-States,0
31, Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black,50, United-States,0
53, Female, Private, Some-college, Divorced, Adm-clerical, White,38, United-States,0
43, Female, Private, Some-college, Divorced, Tech-support, White,50, United-States,0
43, Male, Local-gov, HS-grad, Married-spouse-absent, Farming-fishing, Black,40, United-States,0
50, Male, Self-emp-inc, Masters, Divorced, Exec-managerial, White,80, United-States,1
68, Male, ?, HS-grad, Married-civ-spouse, ?, White,35, United-States,0
37, Male, Private, 11th, Married-civ-spouse, Other-service, White,40, United-States,0
26, Male, Private, HS-grad, Divorced, Machine-op-inspct, White,40, United-States,0
22, Female, Private, 11th, Never-married, Sales, White,40, United-States,0
22, Male, Private, Some-college, Married-civ-spouse, Sales, White,55, United-States,0
59, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, United-States,1
30, Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
24, Female, Private, HS-grad, Separated, Other-service, White,55, United-States,0
30, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
50, Male, Local-gov, Bachelors, Divorced, Protective-serv, White,40, United-States,1
38, Male, Private, 12th, Married-civ-spouse, Other-service, White,40, United-States,0
29, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
76, Male, Private, HS-grad, Married-civ-spouse, Sales, White,24, United-States,0
21, Male, Private, Assoc-voc, Never-married, Craft-repair, White,40, United-States,0
65, Female, Private, Some-college, Widowed, Other-service, White,24, United-States,0
43, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,45, United-States,1
29, Female, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,24, United-States,0
32, Male, Private, Bachelors, Never-married, Sales, White,45, United-States,0
37, Male, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,65, United-States,1
64, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,16, United-States,0
49, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,1
44, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
68, Male, ?, HS-grad, Married-civ-spouse, ?, White,15, United-States,0
34, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
35, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,36, United-States,0
53, Female, Private, Some-college, Divorced, Adm-clerical, White,43, United-States,0
24, Male, Private, Assoc-voc, Never-married, Sales, Asian-Pac-Islander,50, South,0
31, Female, Private, Some-college, Divorced, Adm-clerical, White,40, United-States,0
25, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,38, United-States,0
36, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,45, United-States,0
29, Male, Private, Some-college, Never-married, Sales, White,60, United-States,0
37, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, United-States,1
42, Female, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White,45, United-States,0
30, Female, Private, HS-grad, Divorced, Craft-repair, White,40, United-States,0
32, Male, Self-emp-inc, Some-college, Never-married, Exec-managerial, White,70, Cuba,0
47, Male, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Black,45, United-States,1
44, Male, Private, HS-grad, Divorced, Craft-repair, White,40, United-States,1
19, Male, Private, HS-grad, Never-married, Sales, White,40, United-States,0
22, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,48, United-States,0
51, Male, Private, 9th, Married-civ-spouse, Craft-repair, White,50, United-States,1
69, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,16, United-States,0
73, Male, ?, 11th, Married-civ-spouse, ?, White,8, United-States,0
18, Female, ?, 11th, Never-married, ?, White,20, United-States,0
33, Male, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, White,40, United-States,0
22, Female, Local-gov, Some-college, Never-married, Adm-clerical, White,55, United-States,0
33, Female, Private, Bachelors, Never-married, Tech-support, White,45, United-States,1
20, Female, Federal-gov, Some-college, Never-married, Adm-clerical, White,40, United-States,0
28, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,0
25, Female, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
27, Male, Private, HS-grad, Never-married, Other-service, White,48, United-States,0
22, Male, Private, HS-grad, Never-married, Transport-moving, White,40, United-States,0
67, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,35, United-States,0
31, Male, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,0
36, Female, ?, Some-college, Never-married, ?, White,25, United-States,0
43, Male, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,50, India,1
33, Female, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
37, Female, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White,35, United-States,1
27, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, Black,60, United-States,0
36, Male, Private, Some-college, Never-married, Transport-moving, White,40, United-States,0
33, Female, Private, Assoc-acdm, Divorced, Sales, White,45, United-States,0
63, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, Iran,1
48, Female, Private, Bachelors, Divorced, Other-service, White,56, United-States,1
25, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,45, United-States,0
41, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White,10, United-States,0
26, Male, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
23, Female, Private, Some-college, Never-married, Adm-clerical, Black,40, United-States,0
33, Female, State-gov, HS-grad, Never-married, Other-service, Black,40, United-States,0
30, Male, State-gov, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,17, Taiwan,0
67, Female, Self-emp-not-inc, HS-grad, Widowed, Other-service, White,20, United-States,0
32, Male, Private, HS-grad, Married-civ-spouse, Sales, White,55, United-States,1
48, Male, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White,60, United-States,1
51, Female, Private, HS-grad, Widowed, Other-service, White,24, United-States,0
39, Male, Private, Masters, Never-married, Sales, Asian-Pac-Islander,40, China,0
40, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,60, United-States,0
40, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, Black,40, United-States,1
19, Male, Private, HS-grad, Never-married, Machine-op-inspct, White,40, Mexico,0
28, Female, Private, HS-grad, Divorced, Handlers-cleaners, White,36, United-States,0
47, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,60, United-States,1
20, Female, Private, Some-college, Never-married, Prof-specialty, White,20, United-States,0
41, Male, Private, HS-grad, Widowed, Exec-managerial, White,40, United-States,0
29, Female, Private, Some-college, Married-civ-spouse, Other-service, Amer-Indian-Eskimo,40, United-States,0
40, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
61, Female, Private, HS-grad, Widowed, Exec-managerial, White,40, United-States,0
25, Male, Private, 11th, Never-married, Craft-repair, White,40, Mexico,0
26, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
43, Female, Private, Bachelors, Never-married, Adm-clerical, White,40, United-States,0
17, Male, Private, 7th-8th, Never-married, Craft-repair, White,45, United-States,0
43, Female, Local-gov, Masters, Divorced, Prof-specialty, Black,40, United-States,1
73, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, England,0
46, Female, Local-gov, Some-college, Divorced, Machine-op-inspct, White,40, United-States,0
19, Male, Private, Some-college, Never-married, Other-service, White,20, United-States,0
37, Male, Private, HS-grad, Divorced, Machine-op-inspct, White,40, United-States,0
26, Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, United-States,0
47, Male, Private, HS-grad, Divorced, Sales, White,40, United-States,0
47, Male, Local-gov, Masters, Never-married, Prof-specialty, White,40, United-States,0
29, Male, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
29, Female, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
33, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, United-States,0
20, Male, Private, HS-grad, Never-married, Transport-moving, White,40, United-States,0
28, Female, Private, 10th, Married-civ-spouse, Craft-repair, Other,48, Guatemala,0
26, Male, Private, Bachelors, Never-married, Prof-specialty, White,45, ?,0
41, Male, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,0
67, Male, ?, 7th-8th, Married-civ-spouse, ?, White,40, United-States,0
43, Male, Private, Bachelors, Married-civ-spouse, Sales, White,50, United-States,0
35, Male, Private, 9th, Married-civ-spouse, Handlers-cleaners, White,46, United-States,0
18, Female, Private, 12th, Never-married, Other-service, White,25, United-States,0
55, Male, State-gov, Some-college, Divorced, Adm-clerical, White,40, United-States,0
44, Female, Private, HS-grad, Divorced, Machine-op-inspct, Black,40, United-States,0
64, Female, Private, HS-grad, Widowed, Priv-house-serv, White,15, United-States,0
34, Male, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, White,75, United-States,0
38, Male, Private, Some-college, Married-civ-spouse, Sales, White,60, United-States,1
25, Female, Private, HS-grad, Never-married, Other-service, White,8, United-States,0
21, Male, Private, Some-college, Never-married, Transport-moving, Black,40, United-States,0
37, Male, Private, 1st-4th, Married-civ-spouse, Other-service, White,53, Mexico,0
39, Female, Private, Some-college, Divorced, Sales, White,40, United-States,0
34, Female, Private, Some-college, Divorced, Adm-clerical, White,50, United-States,0
23, Female, Private, Bachelors, Never-married, Exec-managerial, White,45, United-States,0
54, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,1
49, Male, Self-emp-inc, Masters, Separated, Exec-managerial, White,70, United-States,1
25, Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
51, Male, Private, Assoc-acdm, Married-civ-spouse, Sales, White,50, United-States,0
29, Male, Private, HS-grad, Never-married, Farming-fishing, White,35, United-States,0
27, Female, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Black,48, United-States,0
53, Female, Private, HS-grad, Married-civ-spouse, Priv-house-serv, White,40, United-States,0
68, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,55, United-States,1
56, Male, Private, HS-grad, Married-civ-spouse, Sales, White,40, United-States,1
30, Male, Private, Doctorate, Never-married, Prof-specialty, White,40, ?,0
24, Female, Private, HS-grad, Divorced, Sales, Amer-Indian-Eskimo,48, United-States,0
70, Female, ?, 9th, Widowed, ?, White,25, United-States,0
